prompt,tables_used,predicted_tables,schema_accuracy,schema_reduction
Top 5 matkul yang paling banyak diambil siapa aja ya? Tampilkan judul matkulnya (judul) dan jumlah mahasiswa (total_mahasiswa).,"['matakuliah', 'sesi', 'enrolmenkelas']","['mahasiswa', 'fasilitasfakultas', 'sesi', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'fakultas', 'keanggotaanklub', 'jurusan', 'ujian', 'fasilitas', 'partisipasipenelitian', 'dosen', 'organisasiklub', 'hasilujian']",0.6666666666666666,0.31818181818181823
Fakultas mana yang paling banyak pake fasilitas? Aku mau liat nama (nama) dan jumlah fasilitasnya (total_fasilitas).,"['fakultas', 'fasilitasfakultas']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.09090909090909094
Matkul mana yang nilai ujiannya paling tinggi rata-ratanya? Kasih tau judul (judul) dan nilai rata-rata (rata_rata_nilai).,"['matakuliah', 'hasilujian', 'ujian']","['mahasiswa', 'bukuperpustakaan', 'matakuliah', 'jurusan', 'keanggotaanklub', 'fakultas', 'ujian', 'dosen', 'organisasiklub', 'peminjamanbuku']",0.6666666666666666,0.5454545454545454
Dosen mana yang paling banyak nulis publikasi? Tunjukin namanya (nama) dan total publikasinya (total_publikasi).,"['publikasi', 'penulispublikasi', 'dosen']","['sesi', 'enrolmenkelas', 'fakultas', 'penulispublikasi', 'keanggotaanklub', 'ujian', 'fasilitas', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'hasilujian']",1.0,0.2727272727272727
Mahasiswa mana yang paling sering ikut proyek penelitian? Tunjukin namanya (nama) dan jumlah partisipasinya (total_partisipasi).,"['partisipasipenelitian', 'mahasiswa']","['sesi', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'jurusan', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'hasilujian']",1.0,0.2272727272727273
Siapa yang paling sering minjem buku di antara siswa-siswa saja? Pilih id terkecil jika ada yang sama. Aku mau ID-nya (id_peminjam) dan total pinjamannya (total_peminjaman).,"['mahasiswa', 'peminjamanbuku']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
Klub mana yang anggotanya paling banyak? Kasih tau nama klubnya (nama) dan jumlah anggota (total_anggota).,"['keanggotaanklub', 'organisasiklub']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'ujian', 'fasilitas', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.09090909090909094
"Mahasiswa mana yang total nilainya dari semua ujian paling tinggi? Aku mau id_mahasiswa, nama, dan total_score.","['mahasiswa', 'hasilujian']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'ujian', 'keanggotaanklub', 'fakultas', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.045454545454545414
"Tolong tampilin semua fakultas beserta total proyek, publikasi, dan dosen aktifnya. Kolom: nama, total_proyek, total_publikasi, total_dosen_aktif.","['dosen', 'fakultas', 'proyekpenelitian', 'penulispublikasi', 'publikasi']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'penulispublikasi', 'keanggotaanklub', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Dosen mana yang pernah ngajar mata kuliah paling banyak? Kasih id_dosen, nama, dan jumlah matkul (total_mk_diajar).","['matakuliah', 'sesi', 'dosen']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Tolong tunjukin 3 mahasiswa dengan nilai partisipasi tertinggi. Kolom: id_mahasiswa, nama, total_partisipasi.","['mahasiswa', 'enrolmenkelas']","['sesi', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'hasilujian']",1.0,0.13636363636363635
"Siapa aja mahasiswa yang ikut lebih dari 2 proyek dan juga aktif di klub? Tampilkan id_mahasiswa, nama, total_proyek, total_klub.","['partisipasipenelitian', 'mahasiswa', 'keanggotaanklub']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Top 5 fasilitas apa aja yang rata-rata tingkat aksesnya paling tinggi? Aku mau id_fasilitas, nama, avg_akses.","['fasilitas', 'fasilitasfakultas']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Dosen mana yang bimbing mahasiswa sekaligus bikin publikasi? Tampilkan id_dosen, nama, total_mahasiswa_bimbingan, total_publikasi.","['mahasiswa', 'penulispublikasi', 'dosen']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'penulispublikasi', 'keanggotaanklub', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Mahasiswa mana aja yang suka minjem buku dan hadir di lebih dari 10 sesi? Tampilkan id_mahasiswa, nama, total_buku_dipinjam, total_sesi.","['mahasiswa', 'catatankehadiran', 'peminjamanbuku']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Matkul apa aja sih yang punya sesi dan ujian? Tampilkan id_mk, judul, avg_nilai_akhir, dan avg_nilai_ujian.","['ujian', 'matakuliah', 'hasilujian', 'sesi', 'nilai']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'ujian', 'keanggotaanklub', 'penulispublikasi', 'fakultas', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"I want to see which faculties have students from the most diverse majors joining clubs. Show id_fakultas, nama, and the number of unique majors (total_jurusan_klub) they’re involved in. List them from highest to lowest.","['mahasiswa', 'fakultas', 'jurusan', 'keanggotaanklub']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.045454545454545414
"Kepala fakultas mana yang setidaknya mengajar satu mata kuliah? Tampilkan id_kepala, nama_dosen, dan jumlah matkul yang diajarkan.","['fakultas', 'matakuliah', 'dosen']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'ujian', 'fasilitas', 'publikasi', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'dosen', 'partisipasipenelitian', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.09090909090909094
"Siapa aja mahasiswa yang dapet nilai akhir untuk semua matkul yang dia ambil? Kolom: id_mahasiswa, nama, jumlah_mk.","['mahasiswa', 'sesi', 'enrolmenkelas', 'nilai']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'dosen', 'publikasi', 'partisipasipenelitian', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Siapa mahasiswa yang ikut riset dan juga dapet nilai di atas 85? Tampilkan id_mahasiswa, nama, total_proyek yang berbeda, nilai_tertinggi. Urutkan dari nilai tertinggi","['partisipasipenelitian', 'mahasiswa', 'nilai']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Dosen mana aja yang ngebimbing mahasiswa dan juga ngajar di lebih dari 1 semester? Tampilkan id_dosen, nama, total_mahasiswa, jumlah_semester.","['mahasiswa', 'sesi', 'dosen']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Semua fasilitas mana aja sih yang dipakai bareng sama paling banyak fakultas? Tampilkan id_fasilitas, nama fasilitasnya (nama_fasilitas), dan berapa fakultas yang pakai (total_fakultas). Urutkan dari yang paling banyak dipakai.","['fasilitas', 'fasilitasfakultas']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Siapa mahasiswa yang ga pernah bolos sekalipun (status = Hadir) ? Kolom: id_mahasiswa, nama, total_sesi_dihadiri.","['mahasiswa', 'catatankehadiran']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Klub mana aja yang anggota-anggotanya punya IPK rata-rata di atas 3.5? Tampilkan id_klub, nama_klub, avg_ipk.","['nilai', 'mahasiswa', 'keanggotaanklub', 'organisasiklub']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Matkul mana yang punya sesi tapi ga ada mahasiswa yang daftar? Kolom: id_mk, judul, jumlah_sesi.","['matakuliah', 'sesi', 'enrolmenkelas']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.045454545454545414
"Buku apa aja yang udah dipinjam lebih dari 5x tapi masih tersedia? Kolom: id_buku, judul, total_peminjaman, salinan_tersedia.","['bukuperpustakaan', 'peminjamanbuku']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'dosen', 'publikasi', 'partisipasipenelitian', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"5 dosen teraktif dalam hal ngajar, bimbing, dan publikasi siapa aja? Kolom: id_dosen, nama, total_peran.","['mahasiswa', 'sesi', 'penulispublikasi', 'dosen']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Mahasiswa mana yang paling aktif secara akademik? Kolom: id_mahasiswa, nama, total_sesi, total_proyek, total_klub.","['partisipasipenelitian', 'mahasiswa', 'catatankehadiran', 'keanggotaanklub']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'ujian', 'keanggotaanklub', 'penulispublikasi', 'fakultas', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Matkul mana yang punya nilai partisipasi tertinggi secara rata-rata? Tampilkan id_mk, judul, avg_partisipasi.","['matakuliah', 'sesi', 'enrolmenkelas']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'ujian', 'keanggotaanklub', 'penulispublikasi', 'fakultas', 'fasilitas', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.045454545454545414
"Dosen mana aja yang ngajar di fakultas berbeda dari tempat asalnya? Kolom: id_dosen, nama, assigned_fakultas, taught_fakultas.","['fakultas', 'matakuliah', 'dosen']","['mahasiswa', 'proyekpenelitian', 'fakultas', 'keanggotaanklub', 'jurusan', 'dosen', 'partisipasipenelitian', 'organisasiklub']",0.6666666666666666,0.6363636363636364
"Dosen mana yang ngajar matkul yang sama di 3 semester berbeda? Tampilkan id_dosen, nama, id_mk, judul, total_semester.","['matakuliah', 'sesi', 'dosen']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'dosen', 'publikasi', 'partisipasipenelitian', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Mahasiswa mana yang absen lebih dari 5 kali? Kolom: id_mahasiswa, nama, total_absen.","['mahasiswa', 'catatankehadiran']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Proyek penelitian mana yang diikuti mahasiswa dari minimal 3 jurusan? Kolom: id_proyek, judul, total_jurusan.","['partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']","['sesi', 'bukuperpustakaan', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'mahasiswa', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.18181818181818177
"Klub-klub mana aja yang anggotanya paling beragam dari jurusan berbeda (Kalau cuman satu jurusan juga gapapa)? Tampilkan 5 teratas ya. Aku mau lihat id_klub, nama klubnya (nama), dan jumlah jurusan yang berbeda (total_jurusan) dari para anggotanya.","['mahasiswa', 'keanggotaanklub', 'organisasiklub']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Apa aja 3 buku yang paling sering dipinjam dan berapa salinan tersisa? Kolom: id_buku, judul, total_peminjaman, salinan_tersedia.","['bukuperpustakaan', 'peminjamanbuku']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'dosen', 'publikasi', 'partisipasipenelitian', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Siapa mahasiswa IPK-nya masuk top 10% dan pembimbingnya pernah publikasi? Kolom: id_mahasiswa, nama, IPK, total_publikasi_pembimbing.","['mahasiswa', 'penulispublikasi', 'dosen', 'nilai']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'penulispublikasi', 'keanggotaanklub', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Fakultas mana yang punya >1 jurusan, 5+ dosen aktif, dan >3 proyek? Kolom: id_fakultas, nama, total_jurusan, total_dosen, total_proyek.","['fakultas', 'proyekpenelitian', 'jurusan', 'dosen']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Mahasiswa mana yang ujian, ikut riset, dan aktif di klub? Kolom: id_mahasiswa, nama, total_ujian, total_proyek, total_klub.","['partisipasipenelitian', 'mahasiswa', 'hasilujian', 'keanggotaanklub']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'ujian', 'keanggotaanklub', 'penulispublikasi', 'fakultas', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Fakultas mana yang kepala fakultasnya ga pernah ngajar? Kolom: id_fakultas, nama, id_kepala, nama_kepala.","['fakultas', 'matakuliah', 'dosen']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'ujian', 'fasilitas', 'publikasi', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.09090909090909094
"Matkul mana yang diajar oleh dosen berbeda di semester berbeda? Kolom: id_mk, judul, total_pengajar.","['matakuliah', 'sesi']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Siapa aja mahasiswa dengan nilai tertinggi di setiap ujian? Kolom: id_ujian, id_mahasiswa, nama, nilai_diperoleh.","['mahasiswa', 'hasilujian']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Buku mana yang belum pernah dipinjam tapi termasuk kategori populer? Kolom: id_buku, judul, kategori.","['bukuperpustakaan', 'peminjamanbuku']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'publikasi', 'mahasiswa', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'dosen', 'partisipasipenelitian', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.18181818181818177
"Mahasiswa mana yang dosennya juga nulis publikasi? Kolom: id_mahasiswa, nama, id_pembimbing, nama_dosen, total_publikasi.","['mahasiswa', 'penulispublikasi', 'dosen']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Dosen mana aja sih yang aktif ngajar dan jadi peneliti, tapi nggak bimbing mahasiswa sama sekali? Tampilkan id_dosen dan nama mereka ya.","['sesi', 'mahasiswa', 'proyekpenelitian', 'dosen']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Fasilitas mana yang dipake semua fakultas? Kolom: id_fasilitas, nama.","['fakultas', 'fasilitas', 'fasilitasfakultas']","['sesi', 'bukuperpustakaan', 'fakultas', 'keanggotaanklub', 'ujian', 'fasilitas', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.13636363636363635
"Siapa aja mahasiswa yang ikut proyek penelitian bareng dosen dari fakultas lain? Tampilkan id_mahasiswa, nama, id fakultas mahasiswanya, id fakultas dosennya, dan total proyek lintas fakultas yang mereka ikuti.","['partisipasipenelitian', 'mahasiswa', 'proyekpenelitian', 'dosen']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'nilai', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'partisipasipenelitian', 'publikasi', 'dosen', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.0
"Klub mana yang semua anggotanya dari satu jurusan aja? Kolom: id_klub, nama_klub, id_jurusan.","['mahasiswa', 'keanggotaanklub', 'organisasiklub']","['sesi', 'bukuperpustakaan', 'enrolmenkelas', 'fakultas', 'keanggotaanklub', 'penulispublikasi', 'ujian', 'fasilitas', 'mahasiswa', 'fasilitasfakultas', 'proyekpenelitian', 'catatankehadiran', 'matakuliah', 'jurusan', 'kelas', 'dosen', 'publikasi', 'partisipasipenelitian', 'organisasiklub', 'peminjamanbuku', 'hasilujian']",1.0,0.045454545454545414
