prompt,tables_used,predicted_tables,schema_accuracy,schema_reduction
"Siapa mahasiswa yang ga pernah bolos sekalipun (status = Hadir) ? Kolom: id_mahasiswa, nama, total_sesi_dihadiri.","['mahasiswa', 'catatankehadiran']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'proyekpenelitian', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'sesi']",1.0,0.5
"Klub mana aja yang anggota-anggotanya punya IPK rata-rata di atas 3.5? Tampilkan id_klub, nama_klub, avg_ipk.","['nilai', 'mahasiswa', 'keanggotaanklub', 'organisasiklub']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",0.75,0.5454545454545454
"Matkul mana yang punya sesi tapi ga ada mahasiswa yang daftar? Kolom: id_mk, judul, jumlah_sesi.","['matakuliah', 'sesi', 'enrolmenkelas']","['organisasiklub', 'jurusan', 'dosen', 'matakuliah', 'fakultas', 'publikasi', 'keanggotaanklub', 'mahasiswa']",0.3333333333333333,0.6363636363636364
"Buku apa aja yang udah dipinjam lebih dari 5x tapi masih tersedia? Kolom: id_buku, judul, total_peminjaman, salinan_tersedia.","['bukuperpustakaan', 'peminjamanbuku']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'matakuliah', 'keanggotaanklub', 'mahasiswa']",1.0,0.5909090909090908
"5 dosen teraktif dalam hal ngajar, bimbing, dan publikasi siapa aja? Kolom: id_dosen, nama, total_peran.","['mahasiswa', 'sesi', 'penulispublikasi', 'dosen']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'proyekpenelitian', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'sesi']",0.75,0.5
"Mahasiswa mana yang paling aktif secara akademik? Kolom: id_mahasiswa, nama, total_sesi, total_proyek, total_klub.","['partisipasipenelitian', 'mahasiswa', 'catatankehadiran', 'keanggotaanklub']","['organisasiklub', 'jurusan', 'ujian', 'dosen', 'fakultas', 'proyekpenelitian', 'enrolmenkelas', 'catatankehadiran', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'hasilujian', 'sesi']",1.0,0.40909090909090906
"Matkul mana yang punya nilai partisipasi tertinggi secara rata-rata? Tampilkan id_mk, judul, avg_partisipasi.","['matakuliah', 'sesi', 'enrolmenkelas']","['organisasiklub', 'peminjamanbuku', 'dosen', 'bukuperpustakaan', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'enrolmenkelas', 'proyekpenelitian', 'sesi']",0.6666666666666666,0.5454545454545454
"Dosen mana aja yang ngajar di fakultas berbeda dari tempat asalnya? Kolom: id_dosen, nama, assigned_fakultas, taught_fakultas.","['fakultas', 'matakuliah', 'dosen']","['jurusan', 'dosen', 'fakultas', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",0.6666666666666666,0.7272727272727273
"Dosen mana yang ngajar matkul yang sama di 3 semester berbeda? Tampilkan id_dosen, nama, id_mk, judul, total_semester.","['matakuliah', 'sesi', 'dosen']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'enrolmenkelas', 'proyekpenelitian', 'sesi']",0.6666666666666666,0.5454545454545454
"Mahasiswa mana yang absen lebih dari 5 kali? Kolom: id_mahasiswa, nama, total_absen.","['mahasiswa', 'catatankehadiran']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'proyekpenelitian', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'sesi']",1.0,0.5
"Proyek penelitian mana yang diikuti mahasiswa dari minimal 3 jurusan? Kolom: id_proyek, judul, total_jurusan.","['partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'publikasi', 'keanggotaanklub', 'mahasiswa', 'proyekpenelitian']",0.6666666666666666,0.6363636363636364
"Klub-klub mana aja yang anggotanya paling beragam dari jurusan berbeda (Kalau cuman satu jurusan juga gapapa)? Tampilkan 5 teratas ya. Aku mau lihat id_klub, nama klubnya (nama), dan jumlah jurusan yang berbeda (total_jurusan) dari para anggotanya.","['mahasiswa', 'keanggotaanklub', 'organisasiklub']","['organisasiklub', 'jurusan', 'peminjamanbuku', 'bukuperpustakaan', 'dosen', 'fakultas', 'keanggotaanklub', 'mahasiswa', 'enrolmenkelas', 'sesi']",1.0,0.5454545454545454
"Apa aja 3 buku yang paling sering dipinjam dan berapa salinan tersisa? Kolom: id_buku, judul, total_peminjaman, salinan_tersedia.","['bukuperpustakaan', 'peminjamanbuku']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'matakuliah', 'keanggotaanklub', 'mahasiswa']",1.0,0.5909090909090908
"Siapa mahasiswa IPK-nya masuk top 10% dan pembimbingnya pernah publikasi? Kolom: id_mahasiswa, nama, IPK, total_publikasi_pembimbing.","['mahasiswa', 'penulispublikasi', 'dosen', 'nilai']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'proyekpenelitian', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'penulispublikasi', 'sesi']",0.75,0.4545454545454546
"Fakultas mana yang punya >1 jurusan, 5+ dosen aktif, dan >3 proyek? Kolom: id_fakultas, nama, total_jurusan, total_dosen, total_proyek.","['fakultas', 'proyekpenelitian', 'jurusan', 'dosen']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",1.0,0.5909090909090908
"Mahasiswa mana yang ujian, ikut riset, dan aktif di klub? Kolom: id_mahasiswa, nama, total_ujian, total_proyek, total_klub.","['partisipasipenelitian', 'mahasiswa', 'hasilujian', 'keanggotaanklub']","['organisasiklub', 'jurusan', 'ujian', 'dosen', 'matakuliah', 'fakultas', 'enrolmenkelas', 'catatankehadiran', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'hasilujian', 'proyekpenelitian', 'sesi']",1.0,0.36363636363636365
"Fakultas mana yang kepala fakultasnya ga pernah ngajar? Kolom: id_fakultas, nama, id_kepala, nama_kepala.","['fakultas', 'matakuliah', 'dosen']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",0.6666666666666666,0.5454545454545454
"Matkul mana yang diajar oleh dosen berbeda di semester berbeda? Kolom: id_mk, judul, total_pengajar.","['matakuliah', 'sesi']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'dosen', 'bukuperpustakaan', 'fakultas', 'matakuliah', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian', 'sesi']",1.0,0.4545454545454546
"Siapa aja mahasiswa dengan nilai tertinggi di setiap ujian? Kolom: id_ujian, id_mahasiswa, nama, nilai_diperoleh.","['mahasiswa', 'hasilujian']","['organisasiklub', 'jurusan', 'ujian', 'dosen', 'matakuliah', 'fakultas', 'proyekpenelitian', 'enrolmenkelas', 'catatankehadiran', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'hasilujian', 'sesi']",1.0,0.36363636363636365
"Buku mana yang belum pernah dipinjam tapi termasuk kategori populer? Kolom: id_buku, judul, kategori.","['bukuperpustakaan', 'peminjamanbuku']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",1.0,0.5454545454545454
"Mahasiswa mana yang dosennya juga nulis publikasi? Kolom: id_mahasiswa, nama, id_pembimbing, nama_dosen, total_publikasi.","['mahasiswa', 'penulispublikasi', 'dosen']","['organisasiklub', 'jurusan', 'ujian', 'dosen', 'fakultas', 'proyekpenelitian', 'enrolmenkelas', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'hasilujian', 'penulispublikasi', 'sesi']",1.0,0.31818181818181823
"Dosen mana aja sih yang aktif ngajar dan jadi peneliti, tapi nggak bimbing mahasiswa sama sekali? Tampilkan id_dosen dan nama mereka ya.","['sesi', 'mahasiswa', 'proyekpenelitian', 'dosen']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian', 'sesi']",1.0,0.5
"Fasilitas mana yang dipake semua fakultas? Kolom: id_fasilitas, nama.","['fakultas', 'fasilitas', 'fasilitasfakultas']","['organisasiklub', 'jurusan', 'fasilitasfakultas', 'dosen', 'fakultas', 'fasilitas', 'keanggotaanklub', 'mahasiswa']",1.0,0.6363636363636364
"Siapa aja mahasiswa yang ikut proyek penelitian bareng dosen dari fakultas lain? Tampilkan id_mahasiswa, nama, id fakultas mahasiswanya, id fakultas dosennya, dan total proyek lintas fakultas yang mereka ikuti.","['partisipasipenelitian', 'mahasiswa', 'proyekpenelitian', 'dosen']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'enrolmenkelas', 'proyekpenelitian', 'sesi']",1.0,0.4545454545454546
"Klub mana yang semua anggotanya dari satu jurusan aja? Kolom: id_klub, nama_klub, id_jurusan.","['mahasiswa', 'keanggotaanklub', 'organisasiklub']","['organisasiklub', 'jurusan', 'peminjamanbuku', 'dosen', 'bukuperpustakaan', 'fakultas', 'keanggotaanklub', 'mahasiswa']",1.0,0.6363636363636364
